3
100
12576, 24023
33870, 14623
41957, 92545
62595, 50423
51271, 4185
41980, 33719
31620, 64011
53296, 92335
35907, 63658
74221, 31334
53839, 77035
73998, 68655
5100, 77946
8628, 89891
77293, 52983
95923, 9369
63400, 54345
79293, 36668
81664, 17336
66562, 14333
34755, 85776
89962, 32310
68257, 41895
35694, 35380
35589, 80758
25538, 99375
12103, 36233
91424, 13340
91245, 85352
8077, 89933
30476, 55835
48487, 28459
98492, 92788
46945, 45386
76855, 29498
98815, 99504
50962, 16537
32995, 5451
33055, 50100
90594, 62074
58523, 34020
2985, 5068
22839, 21828
40563, 59281
4762, 65884
34686, 57687
76067, 14972
31416, 41317
38241, 62674
7040, 15202
82181, 56274
55844, 52898
74666, 92811
65549, 30791
69459, 86258
43173, 54950
15061, 62729
66197, 37736
47545, 44031
30205, 66247
26546, 9466
44933, 94788
23743, 46849
45722, 35060
98653, 51553
32570, 97204
80288, 88041
88848, 48540
94417, 10804
94081, 71532
56961, 21612
26434, 92028
18506, 88715
21862, 22079
60816, 3256
88805, 28504
77992, 84505
18510, 43987
37255, 72704
45044, 71516
19125, 20047
16030, 85275
51624, 30483
30482, 30888
66238, 77527
77118, 45267
52946, 65796
36795, 21617
15111, 96972
49430, 66514
94988, 84656
28019, 95924
66224, 76408
30448, 90782
99192, 19378
17958, 99920
49651, 97215
89951, 3127
89997, 28850
21929, 29371
