3
1000
9412, 48066
2219, 53761
44378, 94095
20107, 49258
67536, 41024
80893, 94216
24749, 57060
69768, 20280
31689, 86812
47005, 86059
76521, 95875
30261, 6313
92244, 7461
69988, 11976
96239, 20699
65234, 89325
52115, 8189
82819, 55059
30, 50980
86031, 36318
2430, 32890
40268, 30935
86172, 61428
77412, 96855
40960, 73540
36434, 33333
80345, 37254
93275, 97998
67289, 64223
59460, 83383
91242, 31313
72935, 74213
2436, 14415
32070, 448
9686, 71712
3280, 39360
96606, 69579
54107, 76718
27286, 78382
65288, 24205
12064, 7346
56036, 74445
78671, 29222
43869, 15833
63658, 7685
68348, 38565
32271, 80651
91535, 70576
86013, 15986
54770, 79400
32998, 59084
20338, 40838
21094, 71891
31468, 8093
31907, 48243
88870, 36805
94594, 80222
72428, 91905
53573, 21444
92557, 41316
68674, 95198
11900, 39580
15011, 47365
16074, 98538
35316, 6479
80774, 89714
96744, 71830
69461, 88732
46383, 56916
70127, 37113
90131, 61973
48253, 32076
62321, 69709
65188, 9223
91552, 18808
45064, 42320
62901, 40547
44643, 33830
11607, 16590
81648, 35218
54723, 20698
27095, 39226
1165, 54847
62115, 64343
43152, 61910
45397, 29769
62207, 51394
84604, 92908
60231, 89072
44262, 52417
75127, 13855
16174, 91330
59753, 54021
28463, 63502
60081, 15891
38980, 8045
76242, 75775
92236, 23253
16928, 50456
90387, 3717
77050, 24995
58847, 10095
71466, 85279
82038, 29820
45196, 57429
63962, 51654
37877, 36954
9495, 68732
71977, 70302
22431, 44183
75601, 11593
53492, 75578
14975, 68891
50701, 58491
68072, 80105
77370, 12113
75041, 42482
19765, 50152
25173, 76309
66152, 61437
89722, 71577
72505, 24791
65745, 76024
45141, 31171
59426, 13207
37310, 43319
1668, 87073
85976, 46144
94168, 99602
5273, 46436
50889, 5913
91693, 96716
6329, 22167
85706, 85011
2015, 28629
64160, 40084
3418, 40828
22092, 34514
97139, 48451
83597, 66268
98330, 37582
19804, 31170
83799, 82890
87546, 17305
56136, 26990
66563, 63112
3255, 64603
57324, 47855
60572, 73429
87536, 58108
80733, 99500
57512, 74184
12017, 39650
51622, 11910
87987, 9042
43768, 10493
56679, 20744
58567, 77197
51257, 25683
95592, 68533
24239, 59066
31751, 5550
93329, 61979
63560, 72104
22303, 43187
48558, 70777
9833, 4449
19308, 65414
86636, 66068
93534, 96611
10703, 63092
39972, 36448
62573, 94650
28742, 62895
1910, 79997
25533, 17142
68850, 47230
70969, 20862
91507, 95410
34782, 50650
39333, 2975
48780, 87811
73678, 72042
19682, 15332
77970, 36619
52771, 46472
74237, 83201
71928, 5343
50352, 63461
21901, 57938
56461, 40554
47814, 22813
29575, 28174
34043, 99293
35315, 30053
46724, 88038
35418, 72712
33031, 29292
25362, 68424
10210, 13152
96057, 48634
73687, 6434
18794, 36529
8427, 18231
85184, 86756
7936, 32348
66171, 7683
46869, 46316
52544, 64723
68547, 57383
61680, 3681
13455, 90407
6762, 776
76189, 38773
2836, 2758
48991, 45412
22850, 11352
68615, 65608
86033, 24792
9531, 85513
92834, 733
91477, 6343
33542, 97728
43201, 96823
69396, 54716
624, 14367
66046, 95989
7229, 3506
70038, 53532
81068, 72443
77029, 75449
21841, 55407
17394, 81489
75709, 62981
27366, 74051
29310, 70282
98867, 17403
49073, 8862
69309, 62868
76330, 3978
50156, 40024
51021, 2941
7296, 50892
72243, 21054
29489, 10221
8074, 38805
85557, 79585
50655, 95005
20911, 64832
85936, 61702
90597, 47535
30601, 54659
37173, 23802
75622, 73690
69876, 62768
95915, 96596
99450, 41121
21484, 37157
15876, 85823
45626, 87792
70744, 68611
81534, 60326
53451, 59421
85921, 14827
21274, 70962
82692, 22790
77329, 15470
32698, 92567
76495, 71193
18094, 23228
14452, 14557
60549, 86815
62299, 25752
26278, 37095
87921, 40676
56671, 38369
40149, 92662
49018, 59012
42018, 62698
46944, 84172
83261, 11871
41284, 21147
53100, 58031
74337, 5573
44981, 33872
2769, 56470
45590, 69928
92096, 82497
33862, 88517
99621, 19255
67602, 88006
48417, 70133
86211, 41429
42026, 2085
89836, 53532
24922, 22604
68457, 36666
8775, 68415
67978, 14690
56331, 56659
20823, 19335
38915, 41149
71976, 35175
99114, 64260
20024, 49133
55493, 79942
71873, 98780
22943, 3481
42233, 54449
63849, 95847
59980, 66731
36954, 14823
42138, 33415
9542, 79784
96325, 45946
50172, 2246
99056, 60279
24373, 41241
94181, 4582
95808, 5711
66528, 10015
65404, 22746
61725, 48973
38088, 16360
58427, 5898
43671, 5965
27490, 46842
72683, 45159
90122, 41713
39167, 89476
83102, 81941
5490, 39108
95940, 18072
71988, 83471
56878, 79246
16900, 67505
45935, 67498
87513, 47248
40565, 47168
72199, 56426
74377, 80466
67276, 71454
74705, 48617
15952, 85748
51327, 9642
68062, 68540
96685, 62859
97974, 43047
84474, 59974
95973, 2907
13143, 83105
46863, 91841
24477, 17424
39689, 23810
94525, 17518
92347, 83262
36229, 94870
17683, 14221
31708, 52890
26748, 40796
65268, 45575
36033, 51720
36080, 80279
20498, 7725
29263, 941
69429, 90854
42877, 54489
65642, 82346
